question_id,question,option_A,option_B,option_C,option_D,correct_option,correct_text
6427,Câu 16: My daughter is learning to play ..... violin at her school.,A. a,B. an,C. the,D. x,,
6428,Câu 17: Please give me .......... pen that is on the counter.,A. a,B. an,C. the,D. x,,
6429,Câu 18: Albany is the capital of ......... New York state.,A. a,B. an,C. the,D. x,,
6430,Câu 19: Our neighbour has .......... cat and ......... dog.,A. a/ a,B. an/ a,C. the/ the,D. X/ X,,
6431,Câu 20: ....... ink in my pen is red.,A. a,B. an,C. the,D. x,,
6432,Câu 21: It is ...... funniest book that I have ever read.,A. a,B. an,C. the,D. x,,
6433,"Câu 22: Can anyone &nbsp;give me ......... hand, please because I have just fallen over?",A. a,B. an,C. the,D. x,,
6434,Câu 23: She always said that when she grew up she wanted to be ............ doctor.,A. a,B. an,C. the,D. x,,
6435,Câu 24: I have left my book in ......... kitchen and I would like you to get it for me.,A. a,B. an,C. the,D. x,,
6436,Câu 25: Please meet me at the train station in .......... hour from now.,A. a,B. an,C. the,D. x,,
6437,Câu 26: I like to watch tennis on the television. &nbsp;It is ......... very good game.,A. a,B. an,C. the,D. x,,
6438,Câu 27: ........ president of the United States will be visiting Australia next week.,A. a,B. an,C. the,D. x,,
6439,Câu 28: July goes to &nbsp;.......... work on the bus.,A. a,B. an,C. the,D. x,,
6440,"Câu 29: ...... golf is my favourite sport. I play once or twice ........... week if I can, but I’m not ......... very good player.",A. X/ a/ a,B. The/ a/ a,C. The/ the/ the,D. X/ a/ the,,
6441,Câu 30: I don’t know what to do. It’s .............. problem.,A. quite difficult,B. a quite difficult,C. quite a difficult,D. the quite difficult,,
6382,Câu 1: The invitation has been accepted by ..... dancer and ......... singer.,"A. Ø, the","B. the, an","C. the, the","D. the, Ø",,
6383,"Câu 2: ........... morning, a stranger knocked at my door.",A. x,B. a,C. the,D. one,,
6384,Câu 3: You will find the picture on ....... tenth page.,A. this,B. x,C. an,D. the,,
6385,Câu 4: This is ........... only discount I can offer you.,A. x,B. one,C. an,D. the,,
6386,Câu 5: The lion was shot in ....... nose,A. its,B. that,C. x,D. a,,
6387,Câu 6: A sailor is .. person who works on a ship.,A. one,B. x,C. a,D. the,,
6388,Câu 7: I enjoy playing ........ soccer while Tom enjoys ....... music. He can play.......... trumpet very well.,"A. the, the, Ø","B. Ø, Ø, the","C. the, the, the","D. Ø, Ø, Ø",,
6389,Câu 8: The sun gives everyone light during ........ day.,A. one,B. the,C. a,D. x,,
6390,Câu 9: Lily is fond of listening to ........... music while Kevin is interested in playing ............... piano.,"A. the, Ø","B. Ø, Ø","C. the, the","D. Ø, the",,
6391,"Câu 10: Beyond ........ stars, the astronaut saw nothing but ........ space","A. the, the","B. the, the","C. Ø, Ø","D. the, Ø",,
6392,Câu 11: Many people are still in ......... habit of drawing silly paintings in&nbsp;....... public places.,"A. the, Ø","B. the, the","C. Ø, Ø","D. Ø , the",,
6393,Câu 12: A lot of businessmen and businesswomen agree that ........&nbsp; knowledge of English is a must in ....... international trade today.,"A. the, the","B. the, an","C. Ø , the","D. a, Ø",,
6394,Câu 13: Paper&nbsp; money was in .......... use in China when Marco Polo visited the country in ........ thirteenth century.,"A. the, the","B. Ø, the","C. Ø, Ø","D. the, Ø",,
6395,"Câu 14: Most boys like playing basket ball, baseball or ......... football.",A. x,B. a,C. the,D. a,,
6396,Câu 15: Let's go and watch those students play .......... cards.,A. an,B. a,C. x,D. the,,
6397,Câu 16: ............ horse is bigger than ......... elephant.,"A. Ø, Ø","B. the, a","C. a, an","D. an, the",,
6398,Câu 17: Is Professor Su going to have ......... X-ray check.,A. x,B. a,C. the,D. an,,
6399,Câu 18: Harry is a sailor. He spends most of his life at……… sea.,A. the,B. one,C. this,D. a,,
6400,Câu 19: ......... man will bring ......... nature under control.,"A. The , Ø","B. Ø, Ø","C. Ø, the","D. The , the",,
6401,"Câu 20: Do you know ...............Vietnamese word for ""penguin""?",A. a,B. the,C. an,D. x,,
6402,Câu 21: Jasmine is ........... most diligent of the five.,A. an,B. x,C. the,D. a,,
6403,Câu 22: There is special care for &nbsp;........... sick and ....... elderly in this medical center.,"A. the, a","B. the, the","C. Ø, the","D. Ø, Ø",,
6404,"Câu 23: He is &nbsp;neither ...... African, &nbsp;nor &nbsp;........ Asian. He is from .......... Europe.","A. an, an, Ø","B. a, an, the","C. a, a, Ø","D. a, an, Ø",,
6405,"Câu 24: I remember Steven was here in ........ spring of 2001, perhaps in &nbsp;..............&nbsp; April of that year.","A. the, the","B. Ø, Ø","C. a, Ø","D. Ø , the",,
6406,"Câu 25: I remember Peter lives in ........ north, so we shouldn't be walking ....... east.","A. the, Ø","B. Ø, Ø","C. Ø, the","D. the, the",,
6407,Câu 26: The minister returned from Rome by ...... ship.,A. the,B. x,C. a,D. one,,
6408,Câu 27: Vivian is ...... Department Chairwoman of the Association of the English.,A. the,B. a,C. one,D. x,,
6409,Câu 28: ........ Fords did manage to send ......... Ford to a music school.,"A. The, Ø","B. Ø, Ø","C. An, an","D. Ø, a",,
6410,Câu 29: .......&nbsp; Republic of Panama lies between ......... Pacific Ocean and ............ Caribbean Sea.,"A. Ø, Ø, Ø","B. The, the, the","C. The, Ø,Ø","D. Ø, the, Ø",,
6411,Câu 30: One tenth of .......... thousand is &nbsp;.......... hundred.,"A. a, the","B. a, a, the","C. one, an","D. one, a",,
6352,"Câu 1: The largest landmass is divided into two ""continents"" along ........ Ural mountains.",A. av,B. the,C. x,D. a,,
6353,Câu 2: There are only ........ few mistakes in your composition. Don't make ....... same ones any more.,"A. the, the","B. a, a","C. Ø, Ø","D. a, the",,
6354,Câu 3: What ....... day we are having today!,A. an,B. the,C. x,D. a,,
6355,Câu 4: Lisa met one of her old friends on his &nbsp;way ...... home from Vancouver.,A. a,B. an,C. the,D. x,,
6356,Câu 5: Spring is ....... best season of the year. Autumn is ....... busy season.,"A. the, a","B. a, a","C. a, the","D. the, the",,
6357,Câu 6: My girl friend bought ....... dress &nbsp;......... last weekend.,"A. a, the","B. the, the","C. a, x","D. the, a",,
6358,Câu 7: Kent always have ........ lunch in a restaurant.,A. x,B. the,C. a,D. an,,
6359,Câu 8: Wendy is ....... eleven-year-old girl.,A. a,B. the,C. an,D. x,,
6360,Câu 9: .......... sun and the moon both set in ...... west.,"A. the, the","B. Ø, Ø","C. Ø, the","D. the, Ø",,
6361,Câu 10: I will keep .......... eye on the baby when its father is away.,A. an,B. much,C. the,D. one,,
6362,"Câu 11: ""James is not coming tonight"". ""Oh, that is... bad news.""",A. a,B. an,C. the,D. x,,
6363,Câu 12: I'm not the man to give you... advice.,A. a,B. an,C. the,D. x,,
6364,Câu 13: I just want to ask you for... advice.,A. a,B. an,C. the,D. x,,
6365,Câu 14: ……….advice he had got from most of his friends was to turn down………..offer.,"A. the, the","B. the, an","C. an, an","D. Ø, Ø",,
6366,Câu 15: ………equipment from........ wrecked plane has to be saved.,"A. the, the","B. the, a","C. a, a","D. Ø, Ø",,
6367,"Câu 16: It was nearly........ midnight, and Margaret rose to go.",A. a,B. an,C. the,D. x,,
6368,Câu 17: As... boy Herbert wanted to study... music.,"A. the, Ø","B. the, a","C. a, Ø","D. Ø, Ø",,
6369,Câu 18: We got back to...... inn as....... night was falling.,"A. the, the","B. the, a","C. the, Ø","D. Ø, Ø",,
6370,Câu 19: I paid my first visit to them on........... clear cold February night.,A. a,B. an,C. the,D. x,,
6371,Câu 20: Charles was in a hurry to get back home by... midnight.,A. a,B. an,C. the,D. x,,
6372,Câu 21: Taiwan is ....... island. It is ........... largest island of &nbsp;........... Republic of China.,"A. an, a, Ø","B. the, the, Ø","C. a, the, the","D. an, the, the",,
6373,"Câu 22: It is hot in ......... summer, and ......... days are longer.","A. a, the","B. Ø, the","C. the, the","D. the, Ø",,
6374,"Câu 23: Where there is ....... will, there is ......... way.","A. the, a","B. the, the","C. a, the","D. a, a",,
6375,Câu 24: .... Vietnamese are ........ hardworking people.,"A. the, a","B. the, Ø","C. Ø, Ø","D. Ø, a",,
6376,Câu 25: Rose's&nbsp; hometown was in ....... south Sea and his father is in ........ Black Sea.,"A. Ø, Ø","B. the, an","C. the, a","D. the, the",,
6377,"Câu 26: Jimmy has tried twice, and now he will give it ............ third try.",A. one,B. another,C. the,D. a,,
6378,Câu 27: Henry is fond of listening to .......... radio while John is interesting in watching ........ TV.,"A. Ø, Ø","B. the, a","C. the, Ø","D. Ø, the",,
6379,Câu 28: He works at night and sleeps during ....... day.,A. a,B. an,C. the,D. x,,
6380,Câu 29: A robber is dangerous to .... society.,A. the,B. an,C. a,D. x,,
6381,Câu 30: We elected Jessica ....... head of the club.,A. Ø,B. the,C. a,D. one,,
6322,Câu 1: There was &nbsp;.......... piano in the corner of the room.,A. a,B. an,C. x,D. the,,
6323,Câu 2: It is fun to learn English on ....... computer.,A. a,B. an,C. x,D. the,,
6324,Câu 3: Are they .......... students?,A. a,B. an,C. x,D. the,,
6325,Câu 4: Have you ever been to ........ British Museum.,A. a,B. an,C. x,D. the,,
6326,Câu 5: We only have ...... hour to complete the test.,A. a,B. an,C. x,D. the,,
6327,Câu 6: ......... Hyde Park is a very large park in central London.,A. a,B. an,C. x,D. the,,
6328,Câu 7: I would like ........... rice with my curry.,A. a,B. an,C. x,D. the,,
6329,Câu 8: He is ........ English man.,A. a,B. an,C. x,D. the,,
6330,Câu 9: He is ........ English.,A. a,B. an,C. x,D. the,,
6331,Câu 10:He is ...... English man.,A. x,B. a,C. the,D. an,,
6332,Câu 11: Children usually begin to go to ........ school at ........ age of six.,"A. the, the","B. a, a","C. Ø, the","D. the, a",,
6333,Câu 12: Finally we got to .......... house where our grandfather and grandmother had once lived.,A. the,B. an,C. x,D. an,,
6334,Câu 13: Sam is&nbsp;&nbsp;...... man to speak at the conference tomorrow.,A. x,B. a,C. the,D. an,,
6335,Câu 14: Birds can fly in ........ sky.,A. an,B. the,C. x,D. a,,
6336,Câu 15: All work had to be done by ...... hand when there were no modern machines.,A. an,B. the,C. x,D. a,,
6337,Câu 16: She is ...... tallest girl in the school.,A. a,B. an,C. the,D. x,,
6338,"Câu 17: Where is .... pretty, pink sweater I bought last week?",A. a,B. an,C. the,D. x,,
6339,Câu 18: I want to see ...... movie. I don't care which one we see. I just want to get out of the house tonight.,A. a,B. an,C. the,D. x,,
6340,Câu 19: Can you play ..... piano?,A. a,B. an,C. the,D. x,,
6341,Câu 20: Do you like ........ my new glasses?,A. a,B. an,C. the,D. x,,
6342,Câu 21: I want to introduce you to Sharon. She is ........ very nice person.,A. a,B. an,C. the,D. x,,
6343,Câu 22: She needs&nbsp; ........ water. She is really thirsty.,A. a,B. an,C. the,D. x,,
6344,Câu 23: Canada is one of ......... biggest countries in the world.,A. a,B. an,C. the,D. x,,
6345,Câu 24: Quick! Someone call ....... police. I need help right now.,A. a,B. an,C. the,D. x,,
6346,Câu 25: Do you like ........ my wedding dress?,A. a,B. an,C. the,D. x,,
6347,Câu 26: I need one out today. ........... new computer. I'm going to the electronics' store to pick,A. a,B. an,C. the,D. x,,
6348,Câu 27: I want to have&nbsp;....... apple for ........ lunch.,"A. a, the","B. an, Ø","C. the, Ø","D. Ø, Ø",,
6349,Câu 28: .......... Grand hotel is in .......... Baker Street.,"A. Ø, Ø","B. the, the","C. the, Ø","D. Ø , the",,
6350,Câu 29: Can you give me ............ little more information about the house?,A. a,B. an,C. the,D. x,,
6351,"Câu 30: I&nbsp; like ......... beautiful, brown coffee table in your living room. Where did you buy it?",A. a,B. an,C. the,D. x,,
6292,Câu 1: &nbsp;A man and a woman were standing outside my house ....... man looked English but I think ......... woman was foreign.,A. Ø - a,B. the - the,C. Ø - Ø,D. Ø - the,,
6293,Câu 2: The Soviet Union was ..... first country to send a man into ......... space.,A. the - the,B. the - Ø,C. a - Ø,D. Ø - the,,
6294,"Câu 3: Did you watch ""Titanic"" on ....... television or at ....... cinema?",A. Ø - the,B. Ø - Ø,C. Ø - a,D. the - Ø,,
6295,"Câu 4: After ....... lunch, we went for a walk by ...... sea.",A. a - Ø,B. Ø - Ø,C. Ø - a,D. Ø - the,,
6296,Câu 5: Peru is ...... country in South America. ........ capital is Lima.,A. the - the,B. a - the,C. Ø - the,D. Ø - Ø,,
6297,Câu 6: It was a beautiful day. .... sun shone brightly in ...... sky.,A. The - the,B. a - the,C. the - a,D. a - a,,
6298,Câu 7: It is said that Robin Hood robbed ........ rich and gave the money to ........ poor.,A. Ø - Ø,B. The - the,C. a - a,D. Ø - the,,
6299,Câu 8: Life is not so easy for ..... unemployed.,A. a,B. an,C. the,D. Ø,,
6300,Câu 9: Many people were killed in the accident. The bodies of ......... dead were taken away.,A. a,B. an,C. the,D. Ø,,
6301,Câu 10: The butler (người quản gia) was ....... last person I suspected.,A. a,B. an,C. the,D. Ø,,
6302,Câu 11: We are looking for _______ place to spend ________ night.,A. the/the,B. a/the,C. a/a,D. the/a,,
6303,Câu 12: Please turn off ________ lights when you leave ________ room.,A. the/the,B. a/a,C. the/a,D. a/the,,
6304,Câu 13: We are looking for people with ________experience.,A. the,B. a,C. an,D. x,,
6305,"Câu 14: Would you pass me ________ salt, please?",A. a,B. the,C. an,D. x,,
6306,Câu 15: Can you show me ________way to ________station?,A. the/the,B. a/a,C. the/a,D. a/the,,
6307,Câu 16: She has read ________ interesting book.,A. a,B. an,C. the,D. x,,
6308,Câu 17: You’ll get ________shock if you touch ________ live wire with that screwdriver.,A. a/the,B. x/the,C. a/a,D. an/the,,
6309,Câu 18: Mr. Smith is ________ old customer and ________ honest man.,A. An/the,B. the/an,C. an/an,D. the/the,,
6310,Câu 19: ________ youngest boy has just started going to ________ school.,A. a/x,B. x/the,C. an/x,D. the/x,,
6311,Câu 20: Do you go to ________ prison to visit him?,A. the,B. a,C. x,D. an,,
6312,Câu 21: ________ eldest boy is at ________ college.,A. a/the,B. the/x,C. x/ a,D. an/x,,
6313,"Câu 22: Are you going away next week? No, ________ week after next.",A. an,B. a,C. the,D. x,,
6314,Câu 23: Would you like to hear ________ story about ________ English scientist?,A. an/the,B. the/the,C. a/the,D. a/ an,,
6315,Câu 24: There’ll always be a conflict between ________ old and ________ young.,A. the/the,B. an/a,C. an/the,D. the/a,,
6316,Câu 25: There was ________ collision at ________ corner.,A. the/a,B. an/the,C. a/the,D. the/the,,
6317,Câu 26: My mother thinks that this is ________ expensive shop.,A. the,B. an,C. a,D. x,,
6318,"Câu 27: Like many women, she loves ________ parties and ________ gifts.",A. the/a,B. a/the,C. a/a,D. x/x,,
6319,Câu 28: She works seven days ________ week.,A. a,B. the,C. an,D. x,,
6320,Câu 29: My mother goes to work in ________ morning.,A. a,B. x,C. the,D. an,,
6321,"Câu 30: I am on night duty. When you go to ________ bed, I go to ________ work.",A. a/x,B. a/the,C. the/x,D. x/x,,
6262,Câu 1: ..........&nbsp;blind are ....... people who can't see anything.,A. The - a,B. A - Ø,C. The - Ø,D. The - the,,
